Community,Distance centre,Distance shop
半岛花园,4.303017724,2.666273248
河滨围城,3.665931541,3.385893447
华侨城,14.11016411,11.68271927
九茂小区,3.298988494,3.022543394
音乐广场,3.459839207,3.262282145
光明城市,3.876089309,2.75826495
苏堤春晓名苑,4.458274329,1.666411419
云都苑,3.937406212,2.593554676
荣联公寓,4.162091259,2.509739467
圣天地酒店式公寓,3.372598395,3.132224868
康怡苑,4.262573601,2.308389651
世纪之门,3.976562062,2.998143904
浅水湾恺悦名城,3.840230278,3.261603445
同德公寓,3.571879305,2.668065562
常德名园,3.632843583,2.556390609
星海大厦,3.610629489,3.098224826
常德大厦,3.904238016,2.433212435
德诚大厦,4.331284129,2.332656912
乐怡苑(普陀),7.760202493,2.314796215
长乐大厦(普陀),7.760202493,2.314796215
国鑫大厦,4.143689195,1.98898245
玉城宝都大厦,3.38147531,3.019690212
大上海城市花园,4.545327369,2.103134271
湖南大厦,4.267165468,1.877048063
水岸茗苑,4.674315668,1.342798486
冠龙大厦,3.376235992,2.951139015
十里都华,0.206880041,1.311532513
宝华城市晶典,3.725581356,2.399806098
沙田花园,4.075395457,2.009088194
日高公寓,4.036427401,2.050586759
西苏州路1801号,4.157406984,2.851078701
芳华公寓,4.15008037,2.096772322
陕西北路1241弄,3.235952822,3.102500361
万航渡后路85号,4.833426053,1.244032988
澳门公寓,4.048793785,2.457574458
长寿大厦,4.100014599,2.029978593
兴运大厦,3.984208161,2.395612011
恒达公寓,3.602716899,2.71670771
长寿路505弄,3.932139743,2.254106006
宝华雅苑,4.046358959,2.181398034
泰极大厦,3.801690189,2.655547157
上海本色,4.503349837,1.514732237
玉佛城,3.239211001,3.273953046
宗鑫公寓,2.92778313,3.44555149
万航渡后路95号,4.846796117,1.234282453
澳门家园,4.11699695,2.483019032
澳门大厦,4.104529527,2.536133481
西部俊园,4.192792193,1.890234367
长寿路790号,4.298429905,1.822070317
蔚蓝水岸,4.772002813,1.291304218
富丽花苑,3.611456673,3.199206349
澳门新苑,3.279265929,3.610445759
常澳馨苑,4.048591769,2.324377523
长寿路778号,4.324869812,1.796423895
秋水云庐,3.268937522,3.489656389
昌化路977弄,3.408684098,3.351267465
长寿路792弄,4.303978782,1.813504169
事久馨苑,4.222066774,1.936408636
长久大厦,3.857659699,2.295557249
莘远大厦,4.332143191,1.825137437
沙田大厦(公寓),3.996292318,2.160476857
长寿路555号,3.975272476,2.185474394
大众河滨酒店式公寓,4.379592022,1.669867915
美豪瑞登酒店,4.555552966,1.461031325
富源小区,4.107861774,2.09202423
陕西北路1268弄,3.296206483,3.090963297
华生大厦,3.781833307,2.923791281
新天大厦,3.017655264,3.459641788
千路公寓,3.68853401,2.946214563
万航渡后路87号,4.860844323,1.229666613
长寿路478弄5号,3.907345431,2.427082176
大众河滨大厦,4.415952513,1.627484672
玉城大厦,3.407662865,2.973406791
真源小区,9.080610907,3.105136494
金莲坊,9.839714059,3.916700789
金沙雅苑(三期),10.12183934,4.137719874
泰宸苑,10.62328716,4.633420251
金沙雅苑(四期),10.44543578,4.433618296
万景园,9.978904987,3.970816006
建德花园海棠苑,10.84288607,4.832148403
祥和名邸(公寓),9.413754355,3.515062657
金沙雅苑(二期),10.14813345,4.158230135
丽和苑,8.987817507,2.982121532
新长征花苑,9.701706967,3.690215523
金沙嘉年华,10.41244555,4.452699162
金沙雅苑(一期),10.41305046,4.415241965
祥和家园,9.300634546,3.476132099
象源丽都,9.334996157,3.321183156
建德花园紫荆苑,10.9809802,4.968988574
东旺公寓,9.165273607,3.301739765
梅六小区,8.479066576,2.567310288
星梅花苑,8.427885696,2.581437907
上河湾,10.19866683,4.224300127
建德花园郁金香苑(公寓),11.19848619,5.182925701
河滨香景园,10.9658979,4.96396671
建德花园牡丹苑,10.8489624,4.836359383
绿洲湖畔花园,9.026264591,3.0105821
嘉云苑,10.05969051,4.120751076
广德苑,10.32417652,4.414524205
运旺新村阳光世家,9.767972475,3.80798989
金江家园,10.59808924,4.583930034
真北路1143弄,8.858146666,2.865324351
梅川四街坊,8.296751097,2.549758222
泾阳家园,10.5575844,4.549449349
振光大厦,9.100162546,3.324276769
建德花园玫瑰苑(公寓),10.96368589,4.947723784
上海豪园,9.871819979,3.889169384
建德花园丁香苑,11.09333083,5.082788987
丰庄六街坊,10.61078199,4.649883288
建德花园紫藤苑,11.33977774,5.337911152
建德花园百合苑,11.13584264,5.133138863
中海紫御豪庭(公寓),8.98059314,3.000357011
建德花园郁金香苑(别墅),11.19848619,5.182925701
东旺家苑,9.705100558,3.774582821
祥和名邸(别墅),9.413754355,3.515062657
祥和大厦,7.505505687,4.857700695
建德花园玫瑰苑(别墅),10.96368589,4.947723784
宜川一村,4.85695009,4.227138903
宜川四村,4.80099969,4.55888638
双山小区,5.937769239,3.280535275
宜川六村,4.695065342,3.825737968
宜川二村,4.928448475,3.881523065
平江盛世家园,3.977387454,4.118489562
黄陵小区,5.89282592,3.563076031
章家巷小区,12.54700151,6.992943604
子长小区,5.205369662,3.884622503
新宜小区,5.346058506,4.364956794
宜川三村,4.39483119,4.018615901
新沪小区,5.586703304,4.630287749
合阳小区,5.125975147,4.286470655
泰山三村,4.073171494,4.162747336
甘泉路5弄,5.329604028,4.159680008
宜川五村,4.554578318,4.347770191
新长小区,5.527243281,4.187941026
甘泉苑,6.379587838,4.605565647
南泉苑,6.431190204,4.247601428
甘泉三村,5.810673875,3.39318371
延长小区(普陀),7.760202493,2.314796215
汪家井小区,5.169018816,3.412612392
众源公寓,5.932107807,4.658259296
泰山一村,4.26531288,4.344732555
西部名都花园,5.689019715,3.793292871
锦美苑,5.86245869,3.693285418
泰山二村,4.330749969,4.340240038
华阴小区,4.471695241,4.530782176
延长西路15号,4.9021153,4.661295273
安塞小区,6.082690377,3.688558535
志丹苑,5.374915338,3.34099035
华阴路99号,4.434647337,4.429273556
新黄小区,5.812902794,3.810248738
名泉苑,5.832984667,3.505886781
和丰苑,4.14748904,3.955465583
甘泉一村,5.615899175,3.97521459
宜川华庭,4.75766112,3.948606069
新怡苑小区,5.979199162,3.728586123
志丹路181弄,5.764482972,3.924786307
东泉苑小区,6.071464681,4.571921987
西部大楼,5.465162056,3.501701149
天成小区,5.45351897,3.724470219
赵家花园,4.618244447,4.176502118
长新小区(普陀),7.760202493,2.314796215
华经大厦,4.234446306,4.14025158
甘泉二村,5.514310096,3.61087846
志丹公寓,6.035059482,4.17949827
新村路350弄,5.711695773,4.10370122
中星宜川花苑,5.712251715,4.606138761
新泉大厦,5.665992461,3.911673954
双泉公寓,5.689510998,3.263071821
银都佳园,5.199665123,3.544010725
新村路285弄,5.612870471,4.302501754
华阴路97号,4.434557324,4.445819968
延长西路780弄,5.766681065,3.290859894
延长西路200弄,4.975833404,4.221924685
新村路400弄,5.830164984,3.949235823
悠诗阁,5.190021741,4.763366957
洛川公寓,4.895819236,3.669680759
桃苑,5.287973178,4.167273297
新村路424号,5.944619935,3.902600728
华阴路152弄,4.957669947,3.865602286
中山北路2185弄,4.878693361,2.169531602
管弄三街坊,44.43416014,37.86703072
管弄一二街坊,44.20711842,37.64255558
管弄五六街坊,44.43416014,37.86703072
石泉一村,5.202288033,2.571363273
太浜巷小区,5.254156418,2.343348711
秋月枫舍,4.856994124,2.342258293
香溢花城(住宅),4.969233028,3.275163135
嘉富利大厦,5.002257272,2.51155511
光新路129弄,4.964311564,2.485568505
岚皋大楼,4.983460237,2.036639618
石光小区,4.913470329,2.823274787
石泉小区,5.353672498,2.278575652
月亮湾,47.36038358,41.74839112
石泉苑,5.217414146,2.34781967
石泉六村,5.337141211,2.851814285
光新苑,4.832374774,2.935433351
石泉邮政大楼,4.971221906,2.823831476
光新大楼,4.844923136,2.70114205
平民后村,5.06256571,2.468940536
城公大厦,4.918897853,2.957148313
管弄四街坊,44.43416014,37.86703072
石泉路140弄,5.340155055,2.336395123
石一小区,0.206880041,1.311532513
石泉路97弄,5.110161814,2.558925803
旬阳新村,5.461729766,2.433810942
新华源公寓,5.169360512,2.439568656
石泉路75弄,5.048041665,2.626890774
中山北路2165弄,4.87407063,2.214011488
石泉大厦,5.001720619,2.669706944
宝钢公寓,4.661872723,3.212299769
石泉五村,5.282345958,2.640670506
岚皋路300弄,5.615066218,2.384991257
童家桥小区,5.303003374,2.24989505
阳光大厦(普陀),7.806200149,2.413017049
铁路新村(华池路),5.397853272,2.668605184
新体育广场,5.38397135,3.079891354
一品国际,4.656521424,2.953030378
桃浦七村雪松苑,13.20971142,8.223023074
桃浦五村迎春苑,13.45655785,8.34803004
桃浦二村永汇新苑,12.88372213,7.624743342
桃浦四村易居紫荆苑,13.76279517,8.609271768
桃浦六村绿春苑,12.97886931,7.992074437
桃浦六村樱花苑,12.86637893,7.798858823
桃浦一村合欢苑,12.97447227,7.866964812
真建一小区,9.630911386,4.34914438
桃浦三村石榴苑,13.68005603,8.453643695
阳光水岸苑,14.40463184,9.335314442
桃浦十村（紫腾苑小区白丽路701弄）,14.05097455,8.99117255
桃浦一村瑞香苑,12.90975512,7.729372113
桃浦新家园,13.75001107,8.712805847
安居锦竹苑,13.85723451,8.868806706
桃浦五村山茶苑,13.61128424,8.539397895
桃浦三村白丽苑,13.3539929,8.205874844
桃浦三村和乐苑,13.52258195,8.328079889
桃浦九村,13.99510045,8.969916121
明丰世纪苑,8.741939013,3.771147338
桃浦五村杜鹃苑,13.2787744,8.228848836
桃浦十村（紫腾苑小区银杏路120弄）,14.01346884,8.912957238
桃浦一村海棠苑,13.13947189,8.060842543
武威路1057弄,4.475120814,2.12541188
桃浦三村红棉苑,13.21045449,8.084007317
同进理想城,15.18944402,10.03797
中环家园,7.108804253,3.634556657
愉景华庭,8.397138991,4.349212163
大华颐和华城(公寓),8.590562752,4.732628711
达安春之声,8.160297773,4.005608374
中鹰黑森林,7.789257542,4.285482747
万里真欣园,7.943758615,3.993694607
中浩云花园,6.653914997,3.281547598
巴黎之春,7.60124637,3.56229062
万里一期,32.44551352,26.99820959
万里雅筑,7.851063697,3.693722551
凯旋华庭,8.19779575,4.435180768
万里真金苑,7.765671385,3.892386064
香泉小区,7.117944151,3.42757522
中环花苑,6.751693974,3.560185663
中环锦园,7.4081412,4.027151168
大华颐和华城(别墅),8.590562752,4.732628711
泰欣嘉园,4.493281308,2.48471165
新湖明珠城,4.815045508,1.804740048
绿地世纪城(一期),5.417708921,0.598267917
锦绿新城,5.221761784,0.796349746
大华清水湾,5.945311636,0.647075035
白玉新村,5.773159505,0.242851078
华府樟园,5.894638333,0.793724121
地方天园,5.010947289,1.286994003
绿地世纪城(二期),56.7404495,52.06026798
江南名庐,5.679297592,0.513734275
武宁小城,5.199842848,1.353230839
燕宁苑,4.874141584,1.191158215
朝阳大楼,5.062262378,1.073911637
江南新村(普陀),4.468067228,2.588049832
中山北路3904弄,6.145107713,0.743801351
绿地世纪城(三期),5.550244404,0.486205145
普陀二村,5.513816831,0.607854733
东新苑,4.949378177,1.712858867
曹杨汽车公寓,5.613231611,0.667295802
绿地海珀玉晖,5.427865,0.814805683
水岸豪庭,5.232247945,0.945668869
光复西路145弄,4.658914224,2.331517921
达丰新村,5.796594461,0.32648602
普雄馨苑,4.939843063,1.201757494
武宁路200弄,5.237202727,1.187175064
中山北路2616号,5.32738797,1.382284326
普陀四村,5.752890185,0.415126722
南光大楼,5.666872941,0.390200099
康泰公寓,5.841867646,0.392391217
武宁一村,4.90056076,1.427634894
中岚大楼,4.94853822,1.907076529
西谈家渡路17弄,5.207233004,0.856655109
东新支路55弄,5.024634671,1.618999669
中山北路2590号,5.308395449,1.409696006
尚诚国际苑,5.457962933,0.718550782
逸流公寓,14.3674633,8.599729526
白大楼,5.052219117,1.780156298
曹家巷小区,6.199803932,0.54247097
隆德小区,5.116130676,0.980514425
中山北路3924弄,6.159200995,0.800106672
中宁大楼,5.261591835,1.443895332
武宁四村,4.996697133,1.731671083
中山润园,6.120735983,0.876314809
中山北路2400弄,5.008744765,1.789372893
芙蓉花苑,4.652262711,2.223123259
白玉苑,5.588573523,0.452481547
曹杨路280弄,5.162822633,0.866067866
光复新苑,4.743259272,2.099383033
西谈家渡路81弄,5.088990098,0.992500403
西谈家渡路39弄,5.157178115,0.908368084
中山北路2626弄,5.319624676,1.306117515
西谈家渡路21号,5.148551896,0.927656386
白兰园,5.807769767,0.361920125
白玉大楼,5.91085229,0.157019226
曹杨路232弄,5.124402961,0.892864533
长发白玉公寓,5.77330186,0.272722174
谈家渡路19号,5.17314586,0.881314654
西沙洪浜44号,5.047974192,1.077292966
武宁路74弄,5.10241612,1.217694451
中环大厦,6.138936213,0.68321777
中山北路2602号,5.308967043,1.393489513
谈家渡路162号,4.962624914,1.125832021
金阳大厦,5.247746701,0.837655735
真光八街坊,12.94132661,8.424594884
真光九街坊,8.798289552,3.162855418
真光第四小区,9.345531095,3.816707606
清涧八街坊,8.834898639,3.625427249
阳光威尼斯(四期)(公寓),10.70538133,5.148761629
真光新村第五小区,9.33476561,3.707392108
阳光威尼斯C区,10.90973443,5.426328158
阳光威尼斯AB区,10.4503432,5.010968042
清涧七街坊,9.137648994,3.898822057
昆仑花苑,9.660039735,4.291626577
清涧三街坊,9.13091049,3.991231903
真光新秀,8.615328994,3.230280729
真光十小区,8.577512871,3.010801702
佳祥公寓,8.445915811,2.912902993
阳光威尼斯(二期),11.18599981,5.590584565
阳光威尼斯(三期),10.88753015,5.32922284
真光七街坊,8.802169536,3.226556453
真情公寓,9.074319053,3.591065115
中鼎豪园,9.058032202,4.08733635
香樟苑(普陀),7.760202493,2.314796215
清涧四街坊,16.95424295,14.36974849
真光新村第二小区,9.432625756,4.169033948
清涧二街坊,9.332352227,4.140238794
上海家园,8.591757938,3.448490097
真光新村,8.78858267,3.295034683
清涧六街坊,9.457323434,6.852763316
海普苑,9.00425894,3.397259113
真光六小区,9.166257355,3.558962824
阳光威尼斯(四期)(别墅),10.70538133,5.148761629
时代星园,9.025058665,3.339652982
富颐星成公馆,10.98355968,5.370918849
曹杨花苑,7.565442471,2.851772479
大渡河路1550弄,7.820450094,2.215689949
真北二街坊,8.165928325,3.223341789
品尊国际,6.084708879,2.796492476
真如西村,7.481615133,1.951093727
水塘小区,7.536087314,2.194626448
真北新村三街坊,7.807375372,2.845672574
牡丹新苑,6.09368196,2.446253956
市政馨苑,6.422042333,2.2952386
中关村公寓,5.84203769,0.905520984
曹杨八村,6.968038502,1.709513357
上海星港,6.213222781,1.26636289
府村苑,6.181421961,2.526599581
悠雅曹杨,7.734090785,3.116845869
车站新村(普陀),7.760121574,3.221707163
星河世纪城,8.418724473,3.505061095
曹杨五月天,7.231179069,3.113283843
真北一街坊,7.986518307,3.155275293
阳光西班牙,7.619166018,2.398964674
天汇广场,7.529893503,2.750287808
金鼎花苑,7.210463966,2.031480919
南大街32号,58.61496867,53.12930981
岚皋馨苑,6.283460128,2.385240381
芝川新苑,7.594407362,2.93257332
星光域,7.065635717,2.813250143
恒力锦沧花园,7.337301633,3.051865257
兰溪公寓,7.136690885,1.63114488
金纺苑,7.347410445,2.932846513
曹杨家园,7.488170104,2.932762337
信仪新村,5.455661789,1.976209279
枫桥苑,6.317012736,1.065678585
中骏天悦,7.464405254,2.59466168
嘉发公寓,7.915721601,3.222030001
南大街15弄(普陀),58.803554,53.31788108
兰溪路243号,7.249631168,1.881035956
实地公寓,5.329191166,1.986957538
南大街14弄,7.135812676,1.832392896
中兴花苑,5.277432958,1.77455586
曹杨新苑,7.532544088,3.163818055
兰溪路241号,7.257840876,1.883268894
兰溪路230弄,7.177760404,1.742804469
南大街34弄,7.303191086,1.915911364
南大街7号,58.82456936,53.33896747
北石路81号,7.11607152,1.936515601
南大街22弄,14.56494838,9.160457684
颐宁苑,6.511744448,1.506750759
中亚公寓,8.11486815,3.277850049
兰溪路231弄,7.295855239,1.869345383
和平新村,5.102518349,2.016863773
糖坊街32号,13.79466663,11.51165966
兰溪路224号,7.162165652,1.706256365
三源路162弄,7.608087357,3.068097491
南大街28号,7.228787164,1.898202019
绿翡翠家园,7.273712171,2.607622905
真西新村第二小区,7.866961483,2.221335072
南大街26号,58.6309305,53.14525056
真西驰骋苑,7.729724178,2.114720849
高尚领域,6.900609494,2.229526084
南石二路115号,7.087540604,1.616731158
兰溪路221弄,7.266030237,1.807462559
岚皋路25弄小区,5.066962411,1.985561281
迷你公馆,8.469836092,3.52721609
真西新苑,7.819511895,2.286037229
东江海,7.293498009,1.751097361
南大街2号,7.104532751,1.847445791
天汇国际,7.257928374,2.578698238
北石路124号,7.156376414,1.905381362
石岚三村,5.609045689,2.296669409
北石路121号,7.247077863,1.971192519
兰凤新村,5.315474728,2.114584097
中远两湾城,3.773164616,3.804495966
友谊大楼,33.62895969,32.15058937
万业新阶,4.297308193,3.669637503
鞍山一村,6.397099511,2.357778129
苏家屯路29弄,5.809550293,2.838247424
铁岭大楼,6.419364868,2.311255729
双辽支路70弄,5.969572938,3.142618781
双辽新村,5.878284451,3.131144713
辽源西路217号,5.081075569,3.401718364
控江路2026弄,5.758958399,2.961164634
公交新村,5.927102567,2.612634564
抚顺路363弄,6.190891178,2.447339018
密云小区,5.53067412,3.02736214
恒阳花苑,5.272385097,3.444913613
铁岭路110弄,6.556088839,2.089316884
控江小区,0.206880041,1.311532513
鞍山四村第三小区,5.79215516,2.801172356
鞍山八村,6.41280534,2.205882957
馨怡花园,6.480990167,2.382440516
控江路1670弄,6.215123844,2.785252278
耀浦苑,5.786045384,3.139409588
和平花苑,5.388576121,3.231924655
辽源三村,5.586701675,3.200416481
君欣豪庭,5.887811159,3.000174336
三峰大厦,5.842692209,2.969862756
鞍山一村第三小区,6.349002284,2.648077262
辽源公寓,5.155913162,3.437856011
同济新村,6.647779249,1.903504348
许昌路1430号,5.696006394,3.351860541
鞍山四村第一小区,6.00153101,2.640311821
公安公寓,5.924967397,2.696174461
大连路1188弄,5.042391599,3.338534422
鞍山四村第二小区,6.061759202,2.514755658
华元豪庭,6.232035288,2.588633782
同济绿园,5.925123054,2.804664395
辽源四村,5.645313752,3.091870516
鞍山三村,6.308630451,2.409771562
锦西路30弄,6.234033746,2.52621667
许昌路1479弄,5.601173324,3.276864563
海上海新城(公寓),5.04419909,3.204059815
大连西路4弄,5.490920935,3.031240655
鞍山六村,5.576876834,2.959680761
铁岭路90弄,6.47980965,2.20018375
书香公寓,5.789346289,2.730283555
凤凰大楼,6.11288699,2.711596287
打虎大楼,5.591648426,3.09635502
英达苑,5.161762268,3.484572105
建信大楼,5.40542288,3.2924382
江浦路2009弄,6.699544055,2.137172998
中通雅苑,6.086517177,2.6918246
大连西路26弄,5.465837258,3.079109805
辽源一村,5.434503181,3.294315366
鞍山路310弄,6.296364724,2.277293306
贵人大厦,5.343617396,3.309623639
爱联大厦,5.656722706,2.960688903
彰武大楼,6.382419578,2.186139072
铁岭路10弄,6.330647368,2.516601346
阜新路284弄,6.359384315,2.220524355
冶金公寓,5.932265879,2.722141803
彰武路120弄,6.754317971,1.895585912
和平公寓,5.396013612,3.277952235
本溪路149弄,6.253076048,2.654166104
公安大楼(杨浦),5.736672532,3.295203494
伊东苑,5.809196083,3.078111686
鞍山七村,5.465980929,3.064588194
鞍山路69号,6.032552176,2.714112239
鞍山路73号,6.036354836,2.703977834
鞍山路215弄,6.171244551,2.413445418
鞍山五村,5.743944302,2.790738426
申安公寓,6.135107546,2.540201751
江浦路1709弄,6.563911118,2.383571945
许昌路1491弄,5.706748676,3.11947512
鞍山路61号,6.017172058,2.755662324
九州公寓,6.310960636,2.627850796
飞虹公寓,5.361097948,3.428503504
大连西路40弄,5.428931712,3.131093279
本溪路165弄,6.218726728,2.648626807
打虎山路6弄,5.397819751,3.437908954
鞍山路79号,6.047804092,2.678519151
海上国际,5.720219923,2.980189786
控江路1989号,5.72640897,3.009286553
恒联新天地花园,6.774181679,2.006556914
圣骊河滨苑,6.112198925,3.566141848
河间路20弄,6.321585385,3.889937036
长阳新苑,6.377274718,3.98634307
广杭苑,6.471046514,3.903948342
浦江风景苑,2.763561922,3.02233227
眉州路515弄,6.39417369,3.9363853
锦杨苑,6.121928526,3.701164968
霍兰公寓,6.157569433,3.825410471
银龙新村,5.917447502,3.376267896
鑫隆公寓,30.93037652,25.17547042
海杨公寓,5.862718144,3.351434359
崇业小区,6.479853681,3.887545549
秦家弄小区,5.711277867,3.347567783
福宁路27弄,5.945594646,3.364845269
辽海小区,5.021103952,2.749721966
翡丽甲第,5.11926018,2.778292797
银浦大楼,5.804091001,3.323582807
凯达苑,5.923339325,3.342477398
明园坊,5.431777596,3.15795264
华谊星城名苑,6.511806336,3.999944176
江浦路761号,5.798947199,3.449951481
广圆小区,6.581095623,3.995216354
明昌公寓,5.469824047,3.194028124
荣丰花园,6.528977519,3.988334799
双喜家园,6.056502619,3.460172158
丹江新苑,6.062982887,3.519034628
百兴花园,6.330415765,3.81234062
锦良苑,6.545671707,4.06654075
眉州路420弄,6.60305903,4.108141265
瀚杨苑,6.105335448,3.655235893
江浦路120号,5.870974381,3.284978838
景江公寓,5.108273221,2.717378121
全家福家园,5.54913878,3.12491565
保利香槟苑,5.661728182,3.137197545
圣骊名苑,6.125153347,3.652590722
海鹏花苑,5.750777655,3.200125242
明园大楼,5.532264865,3.260222123
榆林路256号,4.809979137,2.394644747
申润江涛苑,6.40670391,3.827328857
明园公寓,2.582009969,1.596409875
明园村小区,5.623687414,3.314087043
联升大厦,6.7087551,4.215785393
浦江天第苑,6.554604526,4.092244564
平盛苑,5.767602782,3.435403467
龙江路130弄,5.63395633,3.087007424
星惠佳苑,5.917288341,3.503280799
欧洲凯城园,5.466169938,2.937498993
阳光城滨江悦,6.15938466,3.581030533
界龙商务大楼,5.455156186,2.985535267
长阳路890号,5.602054598,3.326453852
宝立公寓,5.899576544,3.47655369
明德公寓,5.343134086,3.09271345
眉州路432弄,6.70125735,4.217157665
杭州路107弄,6.512319871,3.959747177
永安小区(杨浦),5.736672532,3.295203494
九州家园,6.527148947,4.035599007
平凉路627弄,5.487758851,3.039786597
许昌路900号,5.522926773,3.237571289
尚发嘉苑,5.967524357,3.501644917
许昌路570弄,5.469891825,3.025766361
眉州路474弄,6.604249208,4.13415499
银鹿大厦,6.40309505,3.901867633
怀德路866号,5.711062929,3.407202091
新江浦公寓,5.853512434,3.455216035
群益公寓,18.53678823,16.35463338
明阳公寓,5.447522065,3.189731449
滨江晶典,5.92669719,3.483118028
惠浦大厦,5.399791222,2.925510418
万登花苑,5.896203616,3.516019311
惠民路714弄,5.345967861,2.950309943
嘉禄公寓,5.356285444,3.002839793
华晖苑,6.687093027,4.212819599
平凉路245弄,4.780420754,2.32769734
平凉路1115弄,6.384915328,3.891409526
榆林路222弄,4.766695822,2.353354187
眉州路100弄,6.644498057,4.068135116
江浦路755号,5.797668212,3.445180899
康阳小区,6.007150312,3.669274383
惠民路680弄,5.233325887,2.839361876
申泉小区,5.583604304,3.012267949
榆林路670号,5.565876092,3.124929417
杭州路235号,6.727117322,4.176480831
沧州路180弄,7.836787244,1.818282483
控江四村,7.646637735,1.82590747
浣纱六村,9.260359723,1.721372136
佳龙花园,9.357526169,2.004683931
文化佳园,7.984723184,1.476120512
兰花新村,9.452823045,1.263931507
浣纱四村,9.496619993,1.653710576
延吉四村,9.140004678,2.292598264
控江五村,8.140333225,1.910750356
延吉七村,8.529016697,1.941855131
控江东三村,42.51890003,37.01883004
翔殷路491弄,10.18925188,2.181527303
靖宇家园,9.309053473,2.664954764
长白三村,8.814277149,2.515566026
延吉东路130弄,9.513478496,2.838833867
延吉五村,8.8843485,2.288641122
松花一村,9.475358301,2.462705861
延吉三村,8.443352904,2.469589448
控江西三村,8.020691629,2.197229808
兰馨雅苑,9.646762718,1.703745886
金宇名邸,7.38977095,2.029858545
公园3000黄兴花园,8.161552135,1.18719686
浣纱五村,9.649052985,1.886356875
汇元坊,8.236079041,0.956954836
万佳苑,9.176854989,2.075601541
望春都市家园,7.756027454,2.116191169
控江二村107弄小区,7.217064865,2.422392016
双阳路594弄,7.935801401,1.934325474
延吉中路320弄,7.309947921,2.138241848
伊格尔公寓,8.771278236,1.95950053
怡佳苑,9.431888433,2.233866266
黄兴绿园,9.701470933,2.102000777
佳泰花园,9.209733621,1.379715452
松苑小区,44.22319803,38.8652281
松益公寓,8.676825382,1.905445491
香阁丽苑,8.913350362,0.941495637
延吉东路82弄,9.276228311,2.439744284
浣沙三村,9.860132314,2.071637814
营口路788弄,9.197305358,1.672455521
福阳大厦,7.571054748,1.624052881
佳木斯路311号,9.314581135,2.117824088
控江六村,7.895517714,2.146982082
靖宇东路85弄,9.060173522,2.51477387
兰馨苑(杨浦),5.736672532,3.295203494
兰花教师公寓,9.879021625,1.937761792
台益公寓,8.401853833,1.76983037
海上硕和城,9.235476872,1.242403121
九州花苑,7.468449071,2.076828546
安图新村,9.085120846,2.612938239
双阳路604弄,7.967844031,1.947532891
长华绿苑,9.433066833,2.8554852
延吉六村,8.752307179,2.225962375
佳木斯路291号,9.382154873,2.156416027
城浦公寓,9.35981525,1.768827363
松花公寓,9.292958244,2.252716853
佳木斯路295号,9.372041792,2.150492104
沧州路160弄,7.747267324,1.988486113
延吉二村,8.478304731,2.496632306
松花江路123弄,9.589991748,2.451123942
松花江路223弄,9.12695062,2.15294682
佳木斯路303号,9.344459055,2.135212888
靖宇中路58弄,7.919158982,2.029733174
安波路200弄,9.971017911,1.996777446
双花公寓,8.015253713,1.680534429
仁缘坊,9.516674773,1.859693351
靖宇大楼,9.176000543,2.56523683
翔殷路771号,9.581046544,1.378405801
双阳小区,8.103716276,1.717093826
靖宇东路25弄,9.489967788,2.769225161
靖宇中路70号,7.884396928,2.016220657
翔殷路773号,9.563250646,1.3562509
延吉中路310弄,7.353173533,2.190950384
靖宇中路8弄,8.281307215,2.057757006
翔殷路505弄,10.03213209,1.938296117
延吉大楼,9.207578924,2.200315202
万昌大厦,7.836042194,2.252562639
松花江路205弄,9.356384463,2.320042753
东方蓝海国际广场,7.888169026,1.122962115
佳木斯路273号,9.524110228,2.244036695
长白二村,9.582586416,2.697736977
绿景家苑,9.406561248,1.605593037
佳木斯路299号,9.355451916,2.140997486
佳木斯路185弄,9.840486046,2.459035503
凤城三村,7.153480636,2.046630748
凤城二村,6.866195365,2.350279336
凤城六村,7.061182775,1.766008509
控江路874弄,8.153599966,2.664791118
延吉一村,8.406508448,2.668619049
控江路1200弄,7.242768619,2.484772057
控江二村,7.217064865,2.422392016
城市丽园,7.661481801,2.299952131
大运盛城,7.310247079,1.729754202
靖宇南路5弄,7.337227899,2.481258719
敦化路6弄,8.884004024,2.741179592
黄兴路1019弄,7.148832814,2.290880644
凤城路104弄,6.963034615,2.398827674
泰鸿新苑,8.193838693,2.450935112
凤城五村,6.955157394,1.944549554
双阳路503号,7.846768534,2.321934556
紫罗兰家苑,7.467854528,2.281807366
新凤城,6.711304169,2.612904868
控江一村,7.558371674,2.490965498
凤城四村,7.253487064,1.874040658
东方名园,7.263177361,2.288499277
控江七村,7.898131349,2.392711484
凤城一村,6.485185559,2.589093855
延吉中路117弄,8.180341,2.551969709
凤六新苑,7.091266132,1.697163898
益晖新苑,9.256742335,2.879128946
控江路888弄,8.061412964,2.440228558
控江路680弄,8.602756187,2.735900241
黄兴路1039弄,7.10652821,2.276970634
韵都城,9.276354409,3.073262141
控江路1458号,6.739909769,2.676515973
永吉路97弄,8.078156964,2.449769927
控江路652弄,8.716933337,2.868631394
控江路650弄,8.733279716,2.765857003
控江路740弄,8.467990504,2.795829817
双阳大楼,7.797153371,2.51254012
双阳路490弄,7.835864491,2.271932285
建发公园首府,8.358480414,2.855931163
控江路896弄,7.880774903,2.545154825
控江路802弄,8.172465587,2.670883437
延吉东路315弄,9.095151303,2.77029415
双阳路507号,7.865367646,2.280240931
